"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","g"
"rem",0.764284632607835,5.79080398782193,0.766075732977539,0.479806189194232,0.879102183635087,-5.55468966193457,"STABLE"
"cspE",0.791440154975284,0.633152123980227,0.764470775516336,0.480676549354613,0.879102183635087,-5.55589601702169,"STABLE"
"ydfK",-0.583022200990566,7.25985361438502,-0.761676916335608,0.482194391590041,0.879102183635087,-5.55799139740055,"STABLE"
"racC",0.820749478523975,0.65659958281918,0.758423440393264,0.483966328638246,0.879102183635087,-5.56042409714148,"STABLE"
"yodC",0.836376978720358,0.669101582976286,0.755282006913221,0.485681728906796,0.879102183635087,-5.56276544956227,"STABLE"
"ybdZ",-1.88992922581075,4.03100801078794,-0.751989908029636,0.487484125899796,0.879102183635087,-5.56521108669494,"STABLE"
"rpsQ",-1.20043185381944,3.3741394315075,-0.750127781792004,0.488505764432489,0.879102183635087,-5.56659078523554,"STABLE"
"hokB",0.361443028711542,0.289154422969234,0.744009855178671,0.491873183552551,0.879102183635087,-5.57110513513553,"STABLE"
"yjdJ",-1.51826473164971,3.34180042035375,-0.739605155551907,0.494307924322118,0.879102183635087,-5.57433759710081,"STABLE"
"yfcL",0.326887250539893,12.015342398957,0.731850812448319,0.498615158986181,0.879102183635087,-5.5799919874854,"STABLE"
"pheL",0.969497457850686,0.775597966280548,0.7311161025275,0.499024645540522,0.879102183635087,-5.58052532152385,"STABLE"
"essQ",-0.385560072688392,7.97688939872814,-0.730417931217901,0.49941398927559,0.879102183635087,-5.58103174417214,"STABLE"
"yjhE",-1.43935359917864,3.77424589626933,-0.728427299324152,0.500525275559973,0.879102183635087,-5.58247358449434,"STABLE"
"feoA",1.03066849959312,0.824534799674498,0.721555696509194,0.504374885674576,0.879102183635087,-5.58742707814271,"STABLE"
"ogrK",1.03402649154315,0.827221193234516,0.721057253606386,0.504654935925047,0.879102183635087,-5.58778495399415,"STABLE"
"lpp",0.428870061432806,7.31134277011308,0.716128128634974,0.507430275174243,0.879102183635087,-5.59131352028025,"STABLE"
"ynjH",-0.862381419461205,2.05858919910949,-0.712682423830838,0.509376743796761,0.879102183635087,-5.59376882261744,"STABLE"
"ilvM",-1.98450946514837,5.22649522700449,-0.707981261101462,0.512040855479797,0.879102183635087,-5.59710360818347,"STABLE"
"dinJ",-0.373034235812444,9.05944944920069,-0.706586853909453,0.512832925577889,0.879102183635087,-5.59808937038492,"STABLE"
"ypaA",-2.19277319891201,6.19058815248665,-0.703842671869143,0.514394209804144,0.879102183635087,-5.60002483311714,"STABLE"
"ypdI",1.18659069212226,0.949272553697808,0.700990288487283,0.516020560752688,0.879102183635087,-5.60203025743918,"STABLE"
